Controlled_devices(W),Scope(reporting_type),PM_Setting(min),ComputerDeltaPower(W),Intervention_Setting (min),AVG_Idle_Percent,STDEV_Idle_Percent,AVGtotal_day idle percent,STDEV_total_day idle percent,AVGruntimesavedperday,STDEV_runtimesavedperday,AVGtotaldaysEstimate,STDEV_totaldaysEstimate,TotalRecordsProcessed
No Controlled Devices
1.46,AllDays,30,100,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,30,100,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,60,100,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,574.6113459538606,330.2040627078934,58.300067642987784,33.502504711951616,118
1.46,AllDays,60,100,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,522.3739525786901,300.1855150814801,53.00006154482647,30.45682247067974,118
1.46,AllDays,60,100,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,470.1365577002703,270.16696128906875,47.70005527441784,27.411140095291177,118
1.46,AllDays,60,100,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,417.89916083368206,240.14840987150902,42.40004911766214,24.365457875801777,118
1.46,AllDays,60,100,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,365.66176664627204,210.1298591978895,37.100042832604906,21.319775352903388,118
1.46,AllDays,60,100,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,313.424371355671,180.11130470995695,31.80003667559664,18.274093107441317,118
1.46,AllDays,60,100,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,261.18697628934507,150.09275754074005,26.500030772413236,15.22841123533987,118
1.46,AllDays,60,100,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,208.94958041684103,120.07420493575451,21.20002455883107,12.182728937900889,118
1.46,AllDays,60,100,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,156.7121856778355,90.05565235497848,15.90001833779832,9.137046553720658,118
1.46,AllDays,60,100,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,104.47479020842052,60.037102467877254,10.600012279415536,6.091364468950444,118
1.46,AllDays,60,100,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,52.23739510421026,30.018551233938627,5.300006139707768,3.045682234475222,118
1.46,AllDays,60,100,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,60,100,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,60,100,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,60,100,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,60,100,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,120,100,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,921.7736456919524,542.3236463368215,93.52315463656086,55.02415761738966,118
1.46,AllDays,120,100,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,881.6965291298042,518.7443588146393,89.45693036762334,52.63180267664208,118
1.46,AllDays,120,100,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,841.6194170854859,495.1650688319013,85.39070592593339,50.239447714145285,118
1.46,AllDays,120,100,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,801.542305453349,471.5857829242517,81.32448224647571,47.8470934249687,118
1.46,AllDays,120,100,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,761.4651899701458,448.00649107295567,77.25825746332185,45.45473821473171,118
1.46,AllDays,120,100,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,721.3880732625217,424.42720184043867,73.19203362171933,43.06238368393895,118
1.46,AllDays,120,100,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,681.310956364971,400.84791292007316,69.12580946693986,40.670029099962456,118
1.46,AllDays,120,100,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,641.2338401382252,377.268620835298,65.05958543541068,38.27767439955261,118
1.46,AllDays,120,100,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,601.1567262108043,353.6893361132621,60.993361527131775,35.88531994456265,118
1.46,AllDays,120,100,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,561.0796130956229,330.11004698764043,56.92713716070531,33.49296504394684,118
1.46,AllDays,120,100,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,521.0024944119534,306.53075535115136,52.86091334132825,31.10061060352682,118
1.46,AllDays,120,100,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,480.9253832283667,282.95146917639204,48.79468910269818,28.70825588694165,118
1.46,AllDays,120,100,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,120,100,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,120,100,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1.46,AllDays,120,100,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
Controlled Devices (W): 1
1,AllDays,Wildtype,1e-09,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,5180.619367195388,2858.434428536927,5.1806193672089,2.858434411976489,118
1,AllDays,Wildtype,1e-09,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4975.843984082594,2829.263420810984,4.975843957422096,2.829263413731715,118
1,AllDays,Wildtype,1e-09,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4860.875200442843,2803.096468273168,4.860875217008239,2.8030964776504943,118
1,AllDays,Wildtype,1e-09,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4777.4887481806645,2779.7352812172976,4.77748875181098,2.779735285158651,118
1,AllDays,Wildtype,1e-09,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4697.961855482499,2756.4475448935946,4.6979618557705765,2.756447549888205,118
1,AllDays,Wildtype,1e-09,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4625.724019210723,2732.897190903462,4.625724017393176,2.7328972021195965,118
1,AllDays,Wildtype,1e-09,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4559.392209126914,2709.5079041637487,4.559392231507661,2.7095079167340774,118
1,AllDays,Wildtype,1e-09,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4494.527950286865,2686.3477265782158,4.494527979359283,2.6863477405759837,118
1,AllDays,Wildtype,1e-09,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4433.078044798414,2663.641578329462,4.433078034465217,2.6636415693405264,118
1,AllDays,Wildtype,1e-09,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4374.885904223232,2641.3953523720484,4.374885929937838,2.641395373347334,118
1,AllDays,Wildtype,1e-09,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4317.641664048373,2619.3971317406376,4.317641659217523,2.61939713129638,118
1,AllDays,Wildtype,1e-09,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4262.782920788911,2597.558919936849,4.2627829303767655,2.597558932898772,118
1,AllDays,Wildtype,1e-09,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,3714.5368800830033,2349.532183893937,3.7145368931597984,2.349532193187432,118
1,AllDays,Wildtype,1e-09,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,3257.1842339543973,2113.8610020779315,3.2571842267702853,2.113860997038797,118
1,AllDays,Wildtype,1e-09,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,2848.2070354203047,1886.9508709679444,2.8482070179435155,1.8869508558854071,118
1,AllDays,Wildtype,1e-09,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,2466.0677104885294,1672.608229520392,2.466067705776984,1.672608221339324,118
1,AllDays,5,1e-09,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,1e-09,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,146.04476105156593,81.19389826007836,0.14604476143969064,0.0811938991673774,118
1,AllDays,10,1e-09,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,10,1e-09,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,168.3856936177965,96.52208924460184,0.16838569353705557,0.09652208799883094,118
1,AllDays,15,1e-09,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,84.19284680889825,48.26104462230092,0.08419284676852778,0.04826104399941547,118
1,AllDays,15,1e-09,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,15,1e-09,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,333.330321712009,196.57685834829664,0.33333031951560305,0.196576856039146,118
1,AllDays,30,1e-09,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,266.6642551240274,157.26148717042793,0.2666642560931396,0.1572614845985553,118
1,AllDays,30,1e-09,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,199.99819121926518,117.94611432807783,0.19999819158347545,0.11794611403050834,118
1,AllDays,30,1e-09,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,133.3321275620137,78.63074358521396,0.1333321280465698,0.07863074229927765,118
1,AllDays,30,1e-09,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,66.66606378100686,39.31537179260698,0.0666660640232849,0.039315371149638824,118
1,AllDays,30,1e-09,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,30,1e-09,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,60,1e-09,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,574.6113459538606,330.2040627078934,0.5746113494812053,0.33020406354117665,118
1,AllDays,60,1e-09,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,522.3739525786901,300.1855150814801,0.5223739534592793,0.30018551506423624,118
1,AllDays,60,1e-09,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,470.1365577002703,270.16696128906875,0.4701365566915059,0.27016695969536375,118
1,AllDays,60,1e-09,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,417.89916083368206,240.14840987150902,0.41789916346354755,0.24014841142402849,118
1,AllDays,60,1e-09,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,365.66176664627204,210.1298591978895,0.3656617676744522,0.21012985839288867,118
1,AllDays,60,1e-09,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,313.424371355671,180.11130470995695,0.3134243714986211,0.18011130646047124,118
1,AllDays,60,1e-09,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,261.18697628934507,150.09275754074005,0.26118697672963964,0.15009275753211812,118
1,AllDays,60,1e-09,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,208.94958041684103,120.07420493575451,0.20894958173177378,0.12007420571201424,118
1,AllDays,60,1e-09,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,156.7121856778355,90.05565235497848,0.15671218574931056,0.09005565323023562,118
1,AllDays,60,1e-09,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,104.47479020842052,60.037102467877254,0.10447479086588689,0.06003710285600712,118
1,AllDays,60,1e-09,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,52.23739510421026,30.018551233938627,0.052237395432943444,0.03001855142800356,118
1,AllDays,60,1e-09,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,60,1e-09,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,60,1e-09,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,60,1e-09,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,60,1e-09,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,120,1e-09,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,921.7736456919524,542.3236463368215,0.9217736444404443,0.542323647564626,118
1,AllDays,120,1e-09,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,881.6965291298042,518.7443588146393,0.8816965339168653,0.5187443596300437,118
1,AllDays,120,1e-09,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,841.6194170854859,495.1650688319013,0.8416194199758061,0.49516506956257295,118
1,AllDays,120,1e-09,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,801.542305453349,471.5857829242517,0.8015423031618535,0.4715857816058052,118
1,AllDays,120,1e-09,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,761.4651899701458,448.00649107295567,0.7614651839485613,0.44800648820296424,118
1,AllDays,120,1e-09,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,721.3880732625217,424.42720184043867,0.7213880730027301,0.4244272034532963,118
1,AllDays,120,1e-09,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,681.310956364971,400.84791292007316,0.6813109541209257,0.40084791034678857,118
1,AllDays,120,1e-09,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,641.2338401382252,377.268620835298,0.6412338430961688,0.37726862595183913,118
1,AllDays,120,1e-09,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,601.1567262108043,353.6893361132621,0.6011567282711424,0.3536893353384978,118
1,AllDays,120,1e-09,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,561.0796130956229,330.11004698764043,0.5610796115361154,0.33011004649624326,118
1,AllDays,120,1e-09,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,521.0024944119534,306.53075535115136,0.5210024967229278,0.30653075564048665,118
1,AllDays,120,1e-09,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,480.9253832283667,282.95146917639204,0.48092538088765313,0.2829514686930657,118
1,AllDays,120,1e-09,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,120,1e-09,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,120,1e-09,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,120,1e-09,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,Wildtype,20,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,5180.619367195388,2858.434428536927,108.79300648277089,60.02712276894415,118
1,AllDays,Wildtype,20,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4975.843984082594,2829.263420810984,104.4927234934422,59.41453186749067,118
1,AllDays,Wildtype,20,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4860.875200442843,2803.096468273168,102.07837947751632,58.865025928455616,118
1,AllDays,Wildtype,20,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4777.4887481806645,2779.7352812172976,100.32726425608872,58.37444129349998,118
1,AllDays,Wildtype,20,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4697.961855482499,2756.4475448935946,98.65719928588595,57.88539874126561,118
1,AllDays,Wildtype,20,30,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4625.724019210723,2732.897190903462,97.14020486104981,57.39084127821153,118
1,AllDays,Wildtype,20,35,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4559.392209126914,2709.5079041637487,95.74723663817602,56.89966608988736,118
1,AllDays,Wildtype,20,40,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4494.527950286865,2686.3477265782158,94.38508711843673,56.413302359780026,118
1,AllDays,Wildtype,20,45,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4433.078044798414,2663.641578329462,93.09463799656447,55.93647249578447,118
1,AllDays,Wildtype,20,50,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4374.885904223232,2641.3953523720484,91.8726046269728,55.4693028320034,118
1,AllDays,Wildtype,20,55,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4317.641664048373,2619.3971317406376,90.67047454069478,55.00733936161738,118
1,AllDays,Wildtype,20,60,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,4262.782920788911,2597.558919936849,89.51844114974394,54.5487372355781,118
1,AllDays,Wildtype,20,120,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,3714.5368800830033,2349.532183893937,78.00527461267755,49.34017593173949,118
1,AllDays,Wildtype,20,180,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,3257.1842339543973,2113.8610020779315,68.40086889708951,44.391081132568594,118
1,AllDays,Wildtype,20,240,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,2848.2070354203047,1886.9508709679444,59.81234780004469,39.62596837572154,118
1,AllDays,Wildtype,20,300,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,2466.0677104885294,1672.608229520392,51.7874219144805,35.124772784174965,118
1,AllDays,5,20,5,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,20,10,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,20,15,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,20,20,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
1,AllDays,5,20,25,0.7843475687806889,0.1902369018714104,0.6335962627525047,0.32902915069680244,0.0,0.0,0.0,0.0,118
