pid,state,eventid,hashKey,submit_time,timestamp,timestampString
9991n,USER_ACTIVE,7,1538087138000USER_ACTIVE9991n,"2018-09-27 15:48:36",1538087138000,"2018-09-27 15:25:38"
9991n,USER_IDLE,15,1538087198000USER_IDLE9991n,"2018-09-27 15:48:36",1538087198000,"2018-09-27 15:26:38"
9991n,USER_IDLE,8,1538087738000USER_IDLE9991n,"2018-09-27 15:48:36",1538087738000,"2018-09-27 15:35:38"
9991n,USER_IDLE,6,1538088637000USER_IDLE9991n,"2018-09-27 16:18:36",1538088637000,"2018-09-27 15:50:37"
9991n,USER_ACTIVE,7,1538088829000USER_ACTIVE9991n,"2018-09-27 16:18:36",1538088829000,"2018-09-27 15:53:49"
9991n,USER_IDLE,15,1538089128000USER_IDLE9991n,"2018-09-27 16:18:36",1538089128000,"2018-09-27 15:58:48"
9991n,USER_ACTIVE,7,1538089203000USER_ACTIVE9991n,"2018-09-27 16:18:36",1538089203000,"2018-09-27 16:00:03"
9991n,USER_IDLE,15,1538089503000USER_IDLE9991n,"2018-09-27 16:18:36",1538089503000,"2018-09-27 16:05:03"
9991n,USER_ACTIVE,7,1538089810000USER_ACTIVE9991n,"2018-09-27 16:18:36",1538089810000,"2018-09-27 16:10:10"
9991n,USER_IDLE,15,1538089996000USER_IDLE9991n,"2018-09-27 16:18:36",1538089996000,"2018-09-27 16:13:16"
9991n,USER_ACTIVE,7,1538090145000USER_ACTIVE9991n,"2018-09-27 16:18:36",1538090145000,"2018-09-27 16:15:45"
9991n,USER_IDLE,15,1538090559000USER_IDLE9991n,"2018-09-27 16:48:36",1538090559000,"2018-09-27 16:22:39"
9991n,USER_ACTIVE,7,1538090595000USER_ACTIVE9991n,"2018-09-27 16:48:36",1538090595000,"2018-09-27 16:23:15"
9991n,USER_IDLE,6,1538091494000USER_IDLE9991n,"2018-09-27 16:48:36",1538091494000,"2018-09-27 16:38:14"
9991n,USER_ACTIVE,7,1538091496000USER_ACTIVE9991n,"2018-09-27 16:48:36",1538091496000,"2018-09-27 16:38:16"
9991n,USER_IDLE,15,1538091576000USER_IDLE9991n,"2018-09-27 16:48:36",1538091576000,"2018-09-27 16:39:36"
9991n,USER_ACTIVE,7,1538091626000USER_ACTIVE9991n,"2018-09-27 16:48:36",1538091626000,"2018-09-27 16:40:26"
9991n,USER_IDLE,15,1538091718000USER_IDLE9991n,"2018-09-27 16:48:36",1538091718000,"2018-09-27 16:41:58"
9991n,USER_ACTIVE,7,1538091755000USER_ACTIVE9991n,"2018-09-27 16:48:36",1538091755000,"2018-09-27 16:42:35"
9991n,USER_IDLE,15,1538092198000USER_IDLE9991n,"2018-09-27 17:18:36",1538092198000,"2018-09-27 16:49:58"
9991n,USER_ACTIVE,7,1538092214000USER_ACTIVE9991n,"2018-09-27 17:18:36",1538092214000,"2018-09-27 16:50:14"
9991n,USER_IDLE,15,1538092279000USER_IDLE9991n,"2018-09-27 17:18:36",1538092279000,"2018-09-27 16:51:19"
9991n,USER_ACTIVE,7,1538092297000USER_ACTIVE9991n,"2018-09-27 17:18:36",1538092297000,"2018-09-27 16:51:37"
9991n,USER_IDLE,15,1538092669000USER_IDLE9991n,"2018-09-27 17:18:36",1538092669000,"2018-09-27 16:57:49"
9991n,USER_ACTIVE,7,1538092732000USER_ACTIVE9991n,"2018-09-27 17:18:36",1538092732000,"2018-09-27 16:58:52"
9991n,USER_IDLE,15,1538093048000USER_IDLE9991n,"2018-09-27 17:18:36",1538093048000,"2018-09-27 17:04:08"
9991n,USER_ACTIVE,7,1538093279000USER_ACTIVE9991n,"2018-09-27 17:18:36",1538093279000,"2018-09-27 17:07:59"
9991n,USER_IDLE,6,1538094178000USER_IDLE9991n,"2018-09-27 17:48:36",1538094178000,"2018-09-27 17:22:58"
9991n,USER_ACTIVE,7,1538094245000USER_ACTIVE9991n,"2018-09-27 17:48:36",1538094245000,"2018-09-27 17:24:05"
9991n,USER_IDLE,6,1538095144000USER_IDLE9991n,"2018-09-27 17:48:36",1538095144000,"2018-09-27 17:39:04"
9991n,USER_ACTIVE,7,1538095148000USER_ACTIVE9991n,"2018-09-27 17:48:36",1538095148000,"2018-09-27 17:39:08"
9991n,USER_IDLE,15,1538095352000USER_IDLE9991n,"2018-09-27 17:48:36",1538095352000,"2018-09-27 17:42:32"
9991n,USER_ACTIVE,7,1538095612000USER_ACTIVE9991n,"2018-09-27 17:48:36",1538095612000,"2018-09-27 17:46:52"
9991n,USER_IDLE,15,1538095729000USER_IDLE9991n,"2018-09-27 18:18:36",1538095729000,"2018-09-27 17:48:49"
9991n,USER_ACTIVE,7,1538095781000USER_ACTIVE9991n,"2018-09-27 18:18:36",1538095781000,"2018-09-27 17:49:41"
9991n,USER_IDLE,15,1538096462000USER_IDLE9991n,"2018-09-27 18:18:36",1538096462000,"2018-09-27 18:01:02"
9991n,USER_IDLE,8,1538097002000USER_IDLE9991n,"2018-09-27 18:18:36",1538097002000,"2018-09-27 18:10:02"
9991n,USER_IDLE,6,1538097901000USER_IDLE9991n,"2018-09-27 18:48:36",1538097901000,"2018-09-27 18:25:01"
9991n,USER_IDLE,8,1538098503000USER_IDLE9991n,"2018-09-27 18:48:36",1538098503000,"2018-09-27 18:35:03"
9991n,USER_IDLE,6,1538099402000USER_IDLE9991n,"2018-09-27 19:18:36",1538099402000,"2018-09-27 18:50:02"
9991n,USER_IDLE,8,1538100003000USER_IDLE9991n,"2018-09-27 19:18:36",1538100003000,"2018-09-27 19:00:03"
9991n,USER_IDLE,6,1538100902000USER_IDLE9991n,"2018-09-27 19:18:36",1538100902000,"2018-09-27 19:15:02"
9991n,USER_IDLE,8,1538101504000USER_IDLE9991n,"2018-09-27 19:48:36",1538101504000,"2018-09-27 19:25:04"
9991n,USER_IDLE,6,1538102403000USER_IDLE9991n,"2018-09-27 19:48:36",1538102403000,"2018-09-27 19:40:03"
9991n,USER_IDLE,8,1538103004000USER_IDLE9991n,"2018-09-27 20:18:36",1538103004000,"2018-09-27 19:50:04"
9991n,USER_IDLE,6,1538103903000USER_IDLE9991n,"2018-09-27 20:18:36",1538103903000,"2018-09-27 20:05:03"
9991n,USER_IDLE,8,1538104504000USER_IDLE9991n,"2018-09-27 20:18:36",1538104504000,"2018-09-27 20:15:04"
9991n,USER_IDLE,6,1538105404000USER_IDLE9991n,"2018-09-27 20:48:36",1538105404000,"2018-09-27 20:30:04"
9991n,USER_IDLE,8,1538106005000USER_IDLE9991n,"2018-09-27 20:48:36",1538106005000,"2018-09-27 20:40:05"
9991n,USER_IDLE,6,1538106904000USER_IDLE9991n,"2018-09-27 21:18:36",1538106904000,"2018-09-27 20:55:04"
9991n,USER_IDLE,8,1538107505000USER_IDLE9991n,"2018-09-27 21:18:36",1538107505000,"2018-09-27 21:05:05"
9991n,USER_IDLE,6,1538108405000USER_IDLE9991n,"2018-09-27 21:48:36",1538108405000,"2018-09-27 21:20:05"
9991n,USER_IDLE,8,1538109006000USER_IDLE9991n,"2018-09-27 21:48:36",1538109006000,"2018-09-27 21:30:06"
9991n,USER_IDLE,6,1538109905000USER_IDLE9991n,"2018-09-27 21:48:36",1538109905000,"2018-09-27 21:45:05"
9991n,USER_ACTIVE,7,1538110330000USER_ACTIVE9991n,"2018-09-27 22:18:36",1538110330000,"2018-09-27 21:52:10"
9991n,USER_IDLE,15,1538110486000USER_IDLE9991n,"2018-09-27 22:18:36",1538110486000,"2018-09-27 21:54:46"
9991n,USER_IDLE,8,1538111027000USER_IDLE9991n,"2018-09-27 22:18:36",1538111027000,"2018-09-27 22:03:47"
9991n,USER_IDLE,6,1538111926000USER_IDLE9991n,"2018-09-27 22:48:36",1538111926000,"2018-09-27 22:18:46"
9991n,USER_IDLE,8,1538112527000USER_IDLE9991n,"2018-09-27 22:48:36",1538112527000,"2018-09-27 22:28:47"
9991n,USER_ACTIVE,7,1538112899000USER_ACTIVE9991n,"2018-09-27 22:48:36",1538112899000,"2018-09-27 22:34:59"
9991n,USER_IDLE,15,1538112959000USER_IDLE9991n,"2018-09-27 22:48:36",1538112959000,"2018-09-27 22:35:59"
9991n,USER_IDLE,8,1538113500000USER_IDLE9991n,"2018-09-27 22:48:36",1538113500000,"2018-09-27 22:45:00"
9991n,USER_IDLE,6,1538114399000USER_IDLE9991n,"2018-09-27 23:18:36",1538114399000,"2018-09-27 22:59:59"
9991n,USER_IDLE,8,1538115000000USER_IDLE9991n,"2018-09-27 23:18:36",1538115000000,"2018-09-27 23:10:00"
9991n,USER_IDLE,6,1538115899000USER_IDLE9991n,"2018-09-27 23:48:36",1538115899000,"2018-09-27 23:24:59"
9991n,USER_IDLE,8,1538116501000USER_IDLE9991n,"2018-09-27 23:48:36",1538116501000,"2018-09-27 23:35:01"
9991n,USER_IDLE,6,1538117400000USER_IDLE9991n,"2018-09-28 00:18:36",1538117400000,"2018-09-27 23:50:00"
9991n,USER_IDLE,8,1538118001000USER_IDLE9991n,"2018-09-28 00:18:36",1538118001000,"2018-09-28 00:00:01"
9991n,USER_IDLE,6,1538118900000USER_IDLE9991n,"2018-09-28 00:18:36",1538118900000,"2018-09-28 00:15:00"
9991n,USER_IDLE,8,1538119502000USER_IDLE9991n,"2018-09-28 00:48:36",1538119502000,"2018-09-28 00:25:02"
9991n,USER_IDLE,6,1538120402000USER_IDLE9991n,"2018-09-28 00:48:36",1538120402000,"2018-09-28 00:40:02"
9991n,USER_IDLE,8,1538121003000USER_IDLE9991n,"2018-09-28 01:18:36",1538121003000,"2018-09-28 00:50:03"
9991n,USER_IDLE,6,1538121902000USER_IDLE9991n,"2018-09-28 01:18:36",1538121902000,"2018-09-28 01:05:02"
9991n,USER_IDLE,8,1538122503000USER_IDLE9991n,"2018-09-28 01:18:36",1538122503000,"2018-09-28 01:15:03"
9991n,USER_IDLE,6,1538123402000USER_IDLE9991n,"2018-09-28 01:48:36",1538123402000,"2018-09-28 01:30:02"
9991n,USER_IDLE,8,1538124004000USER_IDLE9991n,"2018-09-28 01:48:36",1538124004000,"2018-09-28 01:40:04"
9991n,USER_IDLE,6,1538124903000USER_IDLE9991n,"2018-09-28 02:18:38",1538124903000,"2018-09-28 01:55:03"
9991n,USER_IDLE,8,1538125504000USER_IDLE9991n,"2018-09-28 02:18:38",1538125504000,"2018-09-28 02:05:04"
9991n,USER_IDLE,6,1538126417000USER_IDLE9991n,"2018-09-28 02:48:38",1538126417000,"2018-09-28 02:20:17"
9991n,USER_IDLE,8,1538127019000USER_IDLE9991n,"2018-09-28 02:48:38",1538127019000,"2018-09-28 02:30:19"
9991n,USER_IDLE,6,1538127918000USER_IDLE9991n,"2018-09-28 02:48:38",1538127918000,"2018-09-28 02:45:18"
9991n,USER_IDLE,8,1538128519000USER_IDLE9991n,"2018-09-28 03:18:38",1538128519000,"2018-09-28 02:55:19"
9991n,USER_IDLE,6,1538129419000USER_IDLE9991n,"2018-09-28 03:18:38",1538129419000,"2018-09-28 03:10:19"
9991n,USER_IDLE,8,1538130020000USER_IDLE9991n,"2018-09-28 03:48:38",1538130020000,"2018-09-28 03:20:20"
9991n,USER_IDLE,6,1538130919000USER_IDLE9991n,"2018-09-28 03:48:38",1538130919000,"2018-09-28 03:35:19"
9991n,USER_IDLE,8,1538131521000USER_IDLE9991n,"2018-09-28 03:48:38",1538131521000,"2018-09-28 03:45:21"
9991n,USER_IDLE,6,1538132420000USER_IDLE9991n,"2018-09-28 04:18:38",1538132420000,"2018-09-28 04:00:20"
9991n,USER_IDLE,8,1538133022000USER_IDLE9991n,"2018-09-28 04:18:38",1538133022000,"2018-09-28 04:10:22"
9991n,USER_IDLE,6,1538133921000USER_IDLE9991n,"2018-09-28 04:48:38",1538133921000,"2018-09-28 04:25:21"
9991n,USER_IDLE,8,1538134522000USER_IDLE9991n,"2018-09-28 04:48:38",1538134522000,"2018-09-28 04:35:22"
9991n,USER_IDLE,6,1538135422000USER_IDLE9991n,"2018-09-28 05:18:38",1538135422000,"2018-09-28 04:50:22"
9991n,USER_IDLE,8,1538136023000USER_IDLE9991n,"2018-09-28 05:18:38",1538136023000,"2018-09-28 05:00:23"
9991n,USER_IDLE,6,1538136922000USER_IDLE9991n,"2018-09-28 05:18:38",1538136922000,"2018-09-28 05:15:22"
9991n,USER_IDLE,8,1538137524000USER_IDLE9991n,"2018-09-28 05:48:38",1538137524000,"2018-09-28 05:25:24"
9991n,USER_IDLE,6,1538138423000USER_IDLE9991n,"2018-09-28 05:48:38",1538138423000,"2018-09-28 05:40:23"
9991n,USER_IDLE,8,1538139024000USER_IDLE9991n,"2018-09-28 06:18:38",1538139024000,"2018-09-28 05:50:24"
9991n,USER_IDLE,6,1538139924000USER_IDLE9991n,"2018-09-28 06:18:38",1538139924000,"2018-09-28 06:05:24"
9991n,USER_IDLE,8,1538140525000USER_IDLE9991n,"2018-09-28 06:18:38",1538140525000,"2018-09-28 06:15:25"
9991n,USER_IDLE,6,1538141424000USER_IDLE9991n,"2018-09-28 06:48:38",1538141424000,"2018-09-28 06:30:24"
9991n,USER_IDLE,8,1538142025000USER_IDLE9991n,"2018-09-28 06:48:38",1538142025000,"2018-09-28 06:40:25"
9991n,USER_IDLE,6,1538142925000USER_IDLE9991n,"2018-09-28 07:18:38",1538142925000,"2018-09-28 06:55:25"
9991n,USER_IDLE,8,1538143526000USER_IDLE9991n,"2018-09-28 07:18:38",1538143526000,"2018-09-28 07:05:26"
9991n,USER_IDLE,6,1538144425000USER_IDLE9991n,"2018-09-28 07:48:38",1538144425000,"2018-09-28 07:20:25"
9991n,USER_IDLE,8,1538145026000USER_IDLE9991n,"2018-09-28 07:48:38",1538145026000,"2018-09-28 07:30:26"
9991n,USER_IDLE,6,1538145925000USER_IDLE9991n,"2018-09-28 07:48:38",1538145925000,"2018-09-28 07:45:25"
9991n,USER_IDLE,8,1538146527000USER_IDLE9991n,"2018-09-28 08:18:38",1538146527000,"2018-09-28 07:55:27"
9991n,USER_IDLE,6,1538147426000USER_IDLE9991n,"2018-09-28 08:18:38",1538147426000,"2018-09-28 08:10:26"
9991n,USER_IDLE,8,1538148027000USER_IDLE9991n,"2018-09-28 08:48:38",1538148027000,"2018-09-28 08:20:27"
9991n,USER_IDLE,6,1538148926000USER_IDLE9991n,"2018-09-28 08:48:38",1538148926000,"2018-09-28 08:35:26"
9991n,USER_IDLE,8,1538149528000USER_IDLE9991n,"2018-09-28 08:48:38",1538149528000,"2018-09-28 08:45:28"
9991n,USER_ACTIVE,7,1538149604000USER_ACTIVE9991n,"2018-09-28 08:48:38",1538149604000,"2018-09-28 08:46:44"
9991n,USER_IDLE,15,1538149692000USER_IDLE9991n,"2018-09-28 08:48:38",1538149692000,"2018-09-28 08:48:12"
9991n,USER_ACTIVE,7,1538150032000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538150032000,"2018-09-28 08:53:52"
9991n,USER_IDLE,15,1538150103000USER_IDLE9991n,"2018-09-28 09:18:38",1538150103000,"2018-09-28 08:55:03"
9991n,USER_ACTIVE,7,1538150176000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538150176000,"2018-09-28 08:56:16"
9991n,USER_IDLE,15,1538150239000USER_IDLE9991n,"2018-09-28 09:18:38",1538150239000,"2018-09-28 08:57:19"
9991n,USER_ACTIVE,7,1538150298000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538150298000,"2018-09-28 08:58:18"
9991n,USER_IDLE,15,1538150416000USER_IDLE9991n,"2018-09-28 09:18:38",1538150416000,"2018-09-28 09:00:16"
9991n,USER_ACTIVE,7,1538150564000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538150564000,"2018-09-28 09:02:44"
9991n,USER_IDLE,15,1538150643000USER_IDLE9991n,"2018-09-28 09:18:38",1538150643000,"2018-09-28 09:04:03"
9991n,USER_ACTIVE,7,1538150653000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538150653000,"2018-09-28 09:04:13"
9991n,USER_IDLE,15,1538150816000USER_IDLE9991n,"2018-09-28 09:18:38",1538150816000,"2018-09-28 09:06:56"
9991n,USER_ACTIVE,7,1538150827000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538150827000,"2018-09-28 09:07:07"
9991n,USER_IDLE,15,1538151024000USER_IDLE9991n,"2018-09-28 09:18:38",1538151024000,"2018-09-28 09:10:24"
9991n,USER_ACTIVE,7,1538151074000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538151074000,"2018-09-28 09:11:14"
9991n,USER_IDLE,15,1538151222000USER_IDLE9991n,"2018-09-28 09:18:38",1538151222000,"2018-09-28 09:13:42"
9991n,USER_ACTIVE,7,1538151228000USER_ACTIVE9991n,"2018-09-28 09:18:38",1538151228000,"2018-09-28 09:13:48"
9991n,USER_IDLE,15,1538151316000USER_IDLE9991n,"2018-09-28 09:18:38",1538151316000,"2018-09-28 09:15:16"
9991n,USER_IDLE,6,1538152215000USER_IDLE9991n,"2018-09-28 09:48:38",1538152215000,"2018-09-28 09:30:15"
9991n,USER_ACTIVE,7,1538152273000USER_ACTIVE9991n,"2018-09-28 09:48:38",1538152273000,"2018-09-28 09:31:13"
9991n,USER_IDLE,15,1538152334000USER_IDLE9991n,"2018-09-28 09:48:38",1538152334000,"2018-09-28 09:32:14"
9991n,USER_ACTIVE,7,1538152733000USER_ACTIVE9991n,"2018-09-28 09:48:38",1538152733000,"2018-09-28 09:38:53"
9991n,USER_IDLE,15,1538152975000USER_IDLE9991n,"2018-09-28 09:48:38",1538152975000,"2018-09-28 09:42:55"
9991n,USER_IDLE,8,1538153515000USER_IDLE9991n,"2018-09-28 10:18:38",1538153515000,"2018-09-28 09:51:55"
9991n,USER_IDLE,6,1538154414000USER_IDLE9991n,"2018-09-28 10:18:38",1538154414000,"2018-09-28 10:06:54"
9991n,USER_ACTIVE,7,1538154419000USER_ACTIVE9991n,"2018-09-28 10:18:38",1538154419000,"2018-09-28 10:06:59"
9991n,USER_IDLE,15,1538154479000USER_IDLE9991n,"2018-09-28 10:18:38",1538154479000,"2018-09-28 10:07:59"
9991n,USER_IDLE,8,1538155019000USER_IDLE9991n,"2018-09-28 10:18:38",1538155019000,"2018-09-28 10:16:59"
9991n,USER_IDLE,6,1538155919000USER_IDLE9991n,"2018-09-28 10:48:38",1538155919000,"2018-09-28 10:31:59"
9991n,USER_IDLE,8,1538156520000USER_IDLE9991n,"2018-09-28 10:48:38",1538156520000,"2018-09-28 10:42:00"
9991n,USER_IDLE,6,1538157419000USER_IDLE9991n,"2018-09-28 11:18:38",1538157419000,"2018-09-28 10:56:59"
9991n,USER_IDLE,8,1538158020000USER_IDLE9991n,"2018-09-28 11:18:38",1538158020000,"2018-09-28 11:07:00"
9991n,USER_ACTIVE,7,1538158269000USER_ACTIVE9991n,"2018-09-28 11:18:38",1538158269000,"2018-09-28 11:11:09"
9991n,USER_IDLE,6,1538159169000USER_IDLE9991n,"2018-09-28 11:48:38",1538159169000,"2018-09-28 11:26:09"
9991n,USER_ACTIVE,7,1538159171000USER_ACTIVE9991n,"2018-09-28 11:48:38",1538159171000,"2018-09-28 11:26:11"
9991n,USER_IDLE,15,1538159729000USER_IDLE9991n,"2018-09-28 11:48:38",1538159729000,"2018-09-28 11:35:29"
9991n,USER_ACTIVE,7,1538159926000USER_ACTIVE9991n,"2018-09-28 11:48:38",1538159926000,"2018-09-28 11:38:46"
9991n,USER_IDLE,6,1538160825000USER_IDLE9991n,"2018-09-28 12:18:38",1538160825000,"2018-09-28 11:53:45"
9991n,USER_ACTIVE,7,1538160827000USER_ACTIVE9991n,"2018-09-28 12:18:38",1538160827000,"2018-09-28 11:53:47"
9991n,USER_IDLE,15,1538161406000USER_IDLE9991n,"2018-09-28 12:18:38",1538161406000,"2018-09-28 12:03:26"
9991n,USER_ACTIVE,7,1538161640000USER_ACTIVE9991n,"2018-09-28 12:18:38",1538161640000,"2018-09-28 12:07:20"
9991n,USER_IDLE,15,1538161700000USER_IDLE9991n,"2018-09-28 12:18:38",1538161700000,"2018-09-28 12:08:20"
9991n,USER_IDLE,8,1538162240000USER_IDLE9991n,"2018-09-28 12:18:38",1538162240000,"2018-09-28 12:17:20"
9991n,USER_IDLE,6,1538163139000USER_IDLE9991n,"2018-09-28 12:48:38",1538163139000,"2018-09-28 12:32:19"
9991n,USER_IDLE,8,1538163741000USER_IDLE9991n,"2018-09-28 12:48:38",1538163741000,"2018-09-28 12:42:21"
9991n,USER_IDLE,6,1538164640000USER_IDLE9991n,"2018-09-28 13:18:38",1538164640000,"2018-09-28 12:57:20"
9991n,USER_IDLE,8,1538165241000USER_IDLE9991n,"2018-09-28 13:18:38",1538165241000,"2018-09-28 13:07:21"
9991n,USER_IDLE,6,1538166140000USER_IDLE9991n,"2018-09-28 13:48:38",1538166140000,"2018-09-28 13:22:20"
9991n,USER_IDLE,8,1538166742000USER_IDLE9991n,"2018-09-28 13:48:38",1538166742000,"2018-09-28 13:32:22"
9991n,USER_IDLE,6,1538167641000USER_IDLE9991n,"2018-09-28 13:48:38",1538167641000,"2018-09-28 13:47:21"
9991n,USER_IDLE,8,1538168242000USER_IDLE9991n,"2018-09-28 14:18:38",1538168242000,"2018-09-28 13:57:22"
9991n,USER_IDLE,6,1538169141000USER_IDLE9991n,"2018-09-28 14:18:38",1538169141000,"2018-09-28 14:12:21"
9991n,USER_ACTIVE,7,1538169364000USER_ACTIVE9991n,"2018-09-28 14:18:38",1538169364000,"2018-09-28 14:16:04"
9991n,USER_IDLE,6,1538170263000USER_IDLE9991n,"2018-09-28 14:48:38",1538170263000,"2018-09-28 14:31:03"
9991n,USER_ACTIVE,7,1538170265000USER_ACTIVE9991n,"2018-09-28 14:48:38",1538170265000,"2018-09-28 14:31:05"
9991n,USER_IDLE,15,1538170402000USER_IDLE9991n,"2018-09-28 14:48:38",1538170402000,"2018-09-28 14:33:22"
9991n,USER_IDLE,8,1538170942000USER_IDLE9991n,"2018-09-28 14:48:38",1538170942000,"2018-09-28 14:42:22"
9991n,USER_ACTIVE,7,1538171250000USER_ACTIVE9991n,"2018-09-28 14:48:38",1538171250000,"2018-09-28 14:47:30"
9991n,USER_IDLE,15,1538171310000USER_IDLE9991n,"2018-09-28 14:48:38",1538171310000,"2018-09-28 14:48:30"
9991n,USER_IDLE,8,1538171851000USER_IDLE9991n,"2018-09-28 15:18:38",1538171851000,"2018-09-28 14:57:31"
9991n,USER_ACTIVE,7,1538172103000USER_ACTIVE9991n,"2018-09-28 15:18:38",1538172103000,"2018-09-28 15:01:43"
9991n,USER_IDLE,6,1538173002000USER_IDLE9991n,"2018-09-28 15:18:38",1538173002000,"2018-09-28 15:16:42"
9991n,USER_ACTIVE,7,1538173005000USER_ACTIVE9991n,"2018-09-28 15:18:38",1538173005000,"2018-09-28 15:16:45"
9991n,USER_IDLE,15,1538173066000USER_IDLE9991n,"2018-09-28 15:18:38",1538173066000,"2018-09-28 15:17:46"
9991n,USER_ACTIVE,7,1538173119000USER_ACTIVE9991n,"2018-09-28 15:48:38",1538173119000,"2018-09-28 15:18:39"
9991n,USER_IDLE,15,1538173713000USER_IDLE9991n,"2018-09-28 15:48:38",1538173713000,"2018-09-28 15:28:33"
9991n,USER_ACTIVE,7,1538174095000USER_ACTIVE9991n,"2018-09-28 15:48:38",1538174095000,"2018-09-28 15:34:55"
9991n,USER_IDLE,15,1538174155000USER_IDLE9991n,"2018-09-28 15:48:38",1538174155000,"2018-09-28 15:35:55"
9991n,USER_ACTIVE,7,1538174610000USER_ACTIVE9991n,"2018-09-28 15:48:38",1538174610000,"2018-09-28 15:43:30"
9991n,USER_IDLE,6,1538175509000USER_IDLE9991n,"2018-09-28 16:18:38",1538175509000,"2018-09-28 15:58:29"
9991n,USER_ACTIVE,7,1538175511000USER_ACTIVE9991n,"2018-09-28 16:18:38",1538175511000,"2018-09-28 15:58:31"
9991n,USER_IDLE,15,1538176390000USER_IDLE9991n,"2018-09-28 16:18:38",1538176390000,"2018-09-28 16:13:10"
9991n,USER_ACTIVE,7,1538176568000USER_ACTIVE9991n,"2018-09-28 16:18:38",1538176568000,"2018-09-28 16:16:08"
9991n,USER_IDLE,6,1538177467000USER_IDLE9991n,"2018-09-28 16:48:38",1538177467000,"2018-09-28 16:31:07"
9991n,USER_ACTIVE,7,1538177469000USER_ACTIVE9991n,"2018-09-28 16:48:38",1538177469000,"2018-09-28 16:31:09"
9991n,USER_IDLE,6,1538178369000USER_IDLE9991n,"2018-09-28 16:48:38",1538178369000,"2018-09-28 16:46:09"
9991n,USER_ACTIVE,7,1538178379000USER_ACTIVE9991n,"2018-09-28 16:48:38",1538178379000,"2018-09-28 16:46:19"
9991n,USER_IDLE,15,1538178455000USER_IDLE9991n,"2018-09-28 16:48:38",1538178455000,"2018-09-28 16:47:35"
9991n,USER_ACTIVE,7,1538178501000USER_ACTIVE9991n,"2018-09-28 16:48:38",1538178501000,"2018-09-28 16:48:21"
9991n,USER_IDLE,15,1538179051000USER_IDLE9991n,"2018-09-28 17:18:38",1538179051000,"2018-09-28 16:57:31"
9991n,USER_ACTIVE,7,1538179177000USER_ACTIVE9991n,"2018-09-28 17:18:38",1538179177000,"2018-09-28 16:59:37"
9991n,USER_IDLE,6,1538180076000USER_IDLE9991n,"2018-09-28 17:18:38",1538180076000,"2018-09-28 17:14:36"
9991n,USER_ACTIVE,7,1538180078000USER_ACTIVE9991n,"2018-09-28 17:18:38",1538180078000,"2018-09-28 17:14:38"
9991n,USER_IDLE,6,1538180978000USER_IDLE9991n,"2018-09-28 17:48:38",1538180978000,"2018-09-28 17:29:38"
9991n,USER_ACTIVE,7,1538180980000USER_ACTIVE9991n,"2018-09-28 17:48:38",1538180980000,"2018-09-28 17:29:40"
9991n,USER_IDLE,15,1538181769000USER_IDLE9991n,"2018-09-28 17:48:38",1538181769000,"2018-09-28 17:42:49"
9991n,USER_IDLE,8,1538182310000USER_IDLE9991n,"2018-09-28 18:18:38",1538182310000,"2018-09-28 17:51:50"
9991n,USER_ACTIVE,7,1538182617000USER_ACTIVE9991n,"2018-09-28 18:18:38",1538182617000,"2018-09-28 17:56:57"
9991n,USER_IDLE,6,1538183516000USER_IDLE9991n,"2018-09-28 18:18:38",1538183516000,"2018-09-28 18:11:56"
9991n,USER_ACTIVE,7,1538183518000USER_ACTIVE9991n,"2018-09-28 18:18:38",1538183518000,"2018-09-28 18:11:58"
9991n,USER_IDLE,15,1538184175000USER_IDLE9991n,"2018-09-28 18:48:38",1538184175000,"2018-09-28 18:22:55"
9991n,USER_IDLE,8,1538184715000USER_IDLE9991n,"2018-09-28 18:48:38",1538184715000,"2018-09-28 18:31:55"
9991n,USER_ACTIVE,7,1538185032000USER_ACTIVE9991n,"2018-09-28 18:48:38",1538185032000,"2018-09-28 18:37:12"
9991n,USER_IDLE,15,1538185092000USER_IDLE9991n,"2018-09-28 18:48:38",1538185092000,"2018-09-28 18:38:12"
9991n,USER_IDLE,8,1538185633000USER_IDLE9991n,"2018-09-28 18:48:38",1538185633000,"2018-09-28 18:47:13"
9991n,USER_IDLE,6,1538186532000USER_IDLE9991n,"2018-09-28 19:18:38",1538186532000,"2018-09-28 19:02:12"
9991n,USER_IDLE,8,1538187134000USER_IDLE9991n,"2018-09-28 19:18:38",1538187134000,"2018-09-28 19:12:14"
9991n,USER_IDLE,6,1538188033000USER_IDLE9991n,"2018-09-28 19:48:38",1538188033000,"2018-09-28 19:27:13"
9991n,USER_IDLE,8,1538188634000USER_IDLE9991n,"2018-09-28 19:48:38",1538188634000,"2018-09-28 19:37:14"
9991n,USER_IDLE,6,1538189534000USER_IDLE9991n,"2018-09-28 20:18:38",1538189534000,"2018-09-28 19:52:14"
9991n,USER_IDLE,8,1538190135000USER_IDLE9991n,"2018-09-28 20:18:38",1538190135000,"2018-09-28 20:02:15"
